Rk,Name,PA,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
198,Shin-Soo Choo\choosh01,686,155,598,88,169,43,2,16,67,73,0,150,14,0,1,10,21,7,.283,.373,.441,.815,*9/H
199,Shin-Soo Choo\choosh01,653,149,555,94,153,32,3,22,82,76,1,147,15,2,5,7,4,2,.276,.375,.463,.838,*9/HD
200,Shin-Soo Choo\choosh01,685,156,583,87,175,38,6,20,86,78,5,151,17,0,7,9,21,2,.300,.394,.489,.883,*97D/H8
201,Ryan Church\churcry01,359,90,319,54,88,14,1,12,49,33,3,83,3,1,3,9,2,3,.276,.346,.439,.785,*9/H
202,Ryan Church\churcry01,399,111,359,46,98,28,0,4,40,33,6,58,3,2,2,11,6,2,.273,.338,.384,.722,*98H
203,Brady Clark\clarkbr02,420,138,353,41,99,18,1,7,46,53,2,48,9,1,3,9,15,8,.280,.385,.397,.782,*9H/87
204,Brady Clark\clarkbr02,356,128,315,33,86,21,1,6,40,21,0,40,9,2,7,12,13,2,.273,.330,.403,.733,*9H7/8
205,Alex Cole\coleal01,334,105,302,44,77,4,7,0,15,28,1,67,1,1,2,4,16,6,.255,.318,.315,.633,*9H7/8D
206,Darnell Coles\colesda01,574,146,535,54,135,21,3,10,59,27,1,61,6,2,3,13,5,4,.252,.294,.359,.653,*953D/H7
207,Michael Conforto\confomi01,648,151,549,90,141,29,1,33,92,84,5,149,10,0,5,11,7,2,.257,.363,.494,.856,*98/H
208,Al Cowens\cowenal01,487,122,452,59,120,32,5,14,69,30,3,56,1,0,4,23,0,0,.265,.310,.451,.761,*9/HD
209,Allen Craig\craigal01,505,126,461,41,99,20,1,8,46,35,0,113,7,0,2,14,2,1,.215,.279,.315,.594,*937/HD
210,Jose Cruz\cruzjo02,650,158,539,90,135,26,1,20,68,102,6,121,0,2,7,14,5,8,.250,.366,.414,.779,*9/8H
211,Jose Cruz\cruzjo02,636,153,545,76,132,25,8,21,78,76,8,117,2,5,8,6,11,6,.242,.333,.433,.766,*9/H8
212,Nelson Cruz\cruzne02,445,108,399,60,127,31,3,22,78,38,5,81,1,1,6,12,17,4,.318,.374,.576,.950,*97/HD
213,Nelson Cruz\cruzne02,515,128,462,75,120,21,1,33,76,49,6,118,2,0,2,9,20,4,.260,.332,.524,.856,*9/DH7
214,Nelson Cruz\cruzne02,456,109,413,49,110,18,0,27,76,35,2,109,4,0,4,14,5,1,.266,.327,.506,.833,*9/D
215,Nelson Cruz\cruzne02,642,159,585,86,152,45,0,24,90,48,2,140,5,0,4,7,8,4,.260,.319,.460,.779,*9/D7H
216,Nelson Cruz\cruzne02,513,124,475,64,125,28,1,29,87,33,1,116,2,0,3,8,9,5,.263,.312,.509,.821,*97/DH
217,Nelson Cruz\cruzne02,333,96,307,35,72,15,2,9,34,21,1,87,2,1,1,5,2,4,.235,.287,.384,.671,*97/HD
218,Michael Cuddyer\cuddymi01,540,130,489,74,162,31,3,20,84,46,5,100,2,0,3,13,10,3,.331,.389,.530,.919,*93/HD
219,Michael Cuddyer\cuddymi01,279,71,249,30,62,13,4,3,36,25,4,40,5,0,0,7,5,1,.249,.330,.369,.699,*9/DH38
220,Michael Cuddyer\cuddymi01,623,144,547,87,151,28,5,16,81,64,1,107,7,0,5,19,5,0,.276,.356,.433,.790,*9/3
221,Michael Cuddyer\cuddymi01,635,150,557,102,158,41,5,24,109,62,5,130,10,0,6,11,6,0,.284,.362,.504,.867,*9/3HD7
222,Michael Cuddyer\cuddymi01,394,101,358,53,93,30,2,16,58,32,1,78,0,0,4,12,8,3,.260,.317,.489,.806,*93/H
223,Michael Cuddyer\cuddymi01,650,153,588,93,162,34,7,32,94,54,3,118,6,0,2,22,6,1,.276,.342,.520,.862,*93/8DH4
224,Mike Darr\darrmi02,331,105,289,36,80,13,1,2,34,39,3,72,1,0,2,8,6,2,.277,.363,.349,.712,*98H/7
225,Darren Daulton\daultda01,485,136,395,68,104,21,8,14,63,76,5,74,2,0,9,4,6,1,.263,.378,.463,.841,*93H/D7
226,Jeff DaVanon\davanje02,382,123,330,56,93,16,1,12,43,42,0,59,1,4,5,6,17,5,.282,.360,.445,.805,*98H/7D
227,Chili Davis\davisch01,618,153,526,71,146,28,3,13,70,84,23,96,1,2,5,11,16,13,.278,.375,.416,.791,*98/H
228,Chili Davis\davisch01,667,158,600,81,161,29,3,21,93,56,14,118,0,1,10,13,9,10,.268,.326,.432,.757,*9/8HD
229,Chili Davis\davisch01,551,136,481,53,130,25,2,13,56,62,12,74,0,1,7,16,15,7,.270,.349,.412,.761,*98H
230,Eric Davis\daviser01,293,92,254,38,77,14,0,6,40,36,0,60,1,0,2,7,1,1,.303,.389,.429,.818,*9H/D
231,Mike Davis\davismi02,547,139,494,69,131,32,1,22,72,42,5,94,1,4,6,13,19,7,.265,.320,.468,.788,*9HD
232,Mike Davis\davismi02,604,154,547,92,157,34,1,24,82,50,8,99,2,3,2,10,24,10,.287,.348,.484,.832,*98/H
233,Mike Davis\davismi02,310,108,281,29,55,11,2,2,17,25,0,59,0,2,2,6,7,3,.196,.260,.270,.530,*9H8/7
234,Mike Davis\davismi02,533,142,489,77,131,28,3,19,55,34,2,91,1,4,5,7,27,4,.268,.314,.454,.768,*98/H
235,Andre Dawson\dawsoan01,582,143,542,60,150,27,2,22,90,30,8,70,4,0,6,13,6,2,.277,.316,.456,.772,*9/H
236,Andre Dawson\dawsoan01,546,130,496,65,141,32,2,20,78,37,11,79,6,1,6,13,18,12,.284,.338,.478,.815,*9/H
237,Andre Dawson\dawsoan01,662,153,621,90,178,24,2,49,137,32,7,103,7,0,2,15,11,3,.287,.328,.568,.896,*9/H
238,Andre Dawson\dawsoan01,640,157,591,78,179,31,8,24,79,37,12,73,4,1,7,13,12,4,.303,.344,.504,.849,*9H
239,Andre Dawson\dawsoan01,570,139,529,65,135,27,2,23,91,29,8,92,4,1,7,12,13,4,.255,.295,.444,.739,*98/H
240,Andre Dawson\dawsoan01,459,118,416,62,105,18,6,21,77,35,13,62,1,0,7,16,8,5,.252,.307,.476,.783,*9/H
241,Andre Dawson\dawsoan01,581,147,529,72,164,28,5,27,100,42,21,65,2,0,8,12,16,2,.310,.358,.535,.893,*9/H
242,Andre Dawson\dawsoan01,596,149,563,69,153,21,4,31,104,22,3,80,5,0,6,10,4,5,.272,.302,.488,.790,*9H
243,Rob Deer\deerro01,532,130,466,72,98,18,2,26,65,60,5,158,4,0,2,8,4,8,.210,.305,.425,.729,*9/D7H8
244,Rob Deer\deerro01,539,134,448,64,80,14,2,25,64,89,1,175,0,0,2,3,1,3,.179,.314,.386,.700,*9/HD
245,Rob Deer\deerro01,546,134,466,75,108,17,3,33,86,72,3,179,3,2,3,4,5,2,.232,.336,.494,.830,*9/3H7
246,Rob Deer\deerro01,532,128,466,66,98,17,1,21,55,58,1,169,5,0,3,6,5,2,.210,.303,.386,.689,*9/HD8
247,Rob Deer\deerro01,448,110,393,66,97,20,1,32,64,51,1,131,3,0,1,8,4,2,.247,.337,.547,.884,*9/HD
248,Rob Deer\deerro01,511,134,440,57,92,15,1,27,69,64,6,147,4,0,3,0,2,3,.209,.313,.432,.745,*93H/D
249,David DeJesus\dejesda01,506,131,442,60,106,20,5,10,46,45,1,86,11,4,4,14,4,3,.240,.323,.376,.698,*9/8HD
250,David DeJesus\dejesda01,394,91,352,46,112,23,3,5,37,34,2,47,4,3,1,10,3,3,.318,.384,.443,.827,*98/HD7
251,David DeJesus\dejesda01,582,148,506,76,133,28,8,9,50,61,1,89,9,2,4,9,7,8,.263,.350,.403,.753,*98H/7
252,David Dellucci\delluda01,261,97,229,34,56,11,2,7,29,28,5,55,1,0,3,7,2,4,.245,.326,.402,.727,9H7/D8
253,Chris Denorfia\denorch01,520,144,473,67,132,21,2,10,47,42,2,84,1,0,4,13,11,0,.279,.337,.395,.732,*978H/D
254,Chris Denorfia\denorch01,382,130,348,56,102,19,6,8,36,27,0,52,2,2,3,9,13,5,.293,.345,.451,.796,*97H/8
255,Chris Denorfia\denorch01,358,121,330,36,76,12,4,3,21,25,0,70,0,2,1,6,9,3,.230,.284,.318,.602,*9H78/D
256,Chris Denorfia\denorch01,340,111,307,38,85,13,2,5,19,28,1,49,1,2,2,10,11,6,.277,.337,.381,.718,*97H8
257,Mike Devereaux\devermi01,418,121,388,55,116,24,1,11,63,27,3,62,0,0,3,11,8,6,.299,.342,.451,.793,*9H87
258,Matt Diaz\diazma02,425,125,371,56,116,18,4,13,58,35,2,90,13,5,1,14,12,5,.313,.390,.488,.878,*97H/8
259,Matt Diaz\diazma02,268,116,251,16,66,13,1,0,20,12,0,52,3,0,2,11,5,2,.263,.302,.323,.625,H97/D
260,Victor Diaz\diazvi01,313,89,280,41,72,17,3,12,38,30,7,82,1,0,2,13,6,2,.257,.329,.468,.797,*9H/7
261,J.D. Drew\drewj.01,456,109,368,79,103,23,4,19,64,79,5,80,4,0,5,11,4,1,.280,.408,.519,.927,*9/DH8
262,J.D. Drew\drewj.01,286,81,248,23,55,6,1,4,22,33,4,58,2,0,3,2,0,1,.222,.315,.302,.617,*9H
263,J.D. Drew\drewj.01,443,109,375,80,121,18,5,27,73,57,4,75,4,3,4,6,13,3,.323,.414,.613,1.027,*98/H7
264,J.D. Drew\drewj.01,645,145,518,118,158,28,8,31,93,118,2,116,5,1,3,7,12,3,.305,.436,.569,1.006,*9/8HD
265,J.D. Drew\drewj.01,594,146,494,84,140,34,6,20,100,89,8,106,4,1,6,4,2,3,.283,.393,.498,.891,*9H/D
266,J.D. Drew\drewj.01,311,72,252,48,72,12,1,15,36,51,3,50,5,0,3,3,1,1,.286,.412,.520,.931,*98
267,J.D. Drew\drewj.01,486,135,407,73,120,17,2,18,57,67,4,99,6,5,1,3,17,9,.295,.401,.479,.880,*987H
268,J.D. Drew\drewj.01,496,135,424,61,107,19,1,18,56,57,4,104,8,3,4,4,8,2,.252,.349,.429,.778,*9H/8
269,J.D. Drew\drewj.01,539,137,452,84,126,30,4,24,68,82,5,109,3,1,1,6,2,6,.279,.392,.522,.914,*9/HD
270,J.D. Drew\drewj.01,328,100,287,60,83,13,3,15,42,36,0,48,3,2,0,6,2,2,.289,.374,.512,.886,*9H8/7
271,J.D. Drew\drewj.01,552,140,466,84,126,30,4,11,64,79,10,100,1,0,6,12,4,2,.270,.373,.423,.796,*9H/8D
272,J.D. Drew\drewj.01,546,139,478,69,122,24,2,22,68,60,3,105,4,0,4,12,3,1,.255,.341,.452,.793,*9H/D
273,Rob Ducey\duceyro01,250,97,217,30,52,18,2,5,23,23,2,61,9,0,1,4,4,3,.240,.336,.410,.746,*9H7/8
274,Lucas Duda\dudalu01,459,121,401,43,96,15,0,15,57,51,0,120,4,0,3,5,1,0,.239,.329,.389,.718,*97H/3D
275,Elijah Dukes\dukesel01,334,81,276,48,73,16,2,13,44,50,1,79,6,0,2,10,13,4,.264,.386,.478,.864,*97/H8
276,Elijah Dukes\dukesel01,416,107,364,38,91,20,4,8,58,46,2,74,3,0,3,8,3,10,.250,.337,.393,.729,*98/H7
277,Adam Dunn\dunnad01,286,66,244,54,64,18,1,19,43,38,2,74,4,0,0,4,4,2,.262,.371,.578,.948,*97/H
278,Jermaine Dye\dyeje01,673,158,608,96,179,44,8,27,119,58,4,119,1,0,6,17,2,3,.294,.354,.526,.880,*9/D
279,Jermaine Dye\dyeje01,561,138,508,68,129,34,0,28,78,45,2,107,4,0,4,17,2,1,.254,.317,.486,.804,*9/D
280,Jermaine Dye\dyeje01,590,137,532,87,141,29,4,23,80,49,4,128,4,0,5,16,4,2,.265,.329,.464,.793,*9/HD
281,Jermaine Dye\dyeje01,579,145,529,74,145,29,2,31,86,39,3,99,9,0,2,15,11,4,.274,.333,.512,.846,*9/H6D3
282,Jermaine Dye\dyeje01,283,75,263,26,62,14,0,7,22,17,0,51,1,1,1,6,2,1,.236,.284,.369,.653,*9/H7
283,Jermaine Dye\dyeje01,555,131,488,74,123,27,1,24,86,52,2,108,10,0,5,15,2,0,.252,.333,.459,.792,*9D/H
284,Jermaine Dye\dyeje01,645,154,590,96,172,41,2,34,96,44,3,104,6,0,5,18,3,2,.292,.344,.541,.885,*9/DH
285,Jermaine Dye\dyeje01,611,146,539,103,170,27,3,44,120,59,4,118,6,0,7,15,7,3,.315,.385,.622,1.006,*9/H
286,Jermaine Dye\dyeje01,675,158,599,91,169,31,1,26,106,57,6,112,7,1,11,8,9,1,.282,.346,.467,.813,*9/D8
287,Jermaine Dye\dyeje01,574,141,503,78,126,19,1,27,81,64,2,108,5,0,2,15,0,2,.250,.340,.453,.793,*9/DH
288,Jermaine Dye\dyeje01,306,98,292,32,82,16,0,12,37,8,0,67,3,0,3,11,1,4,.281,.304,.459,.763,*97/H8
289,Jermaine Dye\dyeje01,679,157,601,107,193,41,2,33,118,69,6,99,3,0,6,12,0,1,.321,.390,.561,.951,*9D/H
290,Jermaine Dye\dyeje01,253,65,221,28,38,6,0,4,20,25,2,42,3,0,4,11,1,0,.172,.261,.253,.514,*9/8DH7
291,Adam Eaton\eatonad02,656,151,566,103,158,25,7,15,49,65,0,106,13,9,3,8,15,3,.279,.365,.428,.792,*9/H7
292,Adam Eaton\eatonad02,370,95,319,55,96,18,1,5,33,38,0,64,11,2,0,2,9,1,.301,.394,.411,.805,*9H7/D
293,Adam Eaton\eatonad02,706,157,619,91,176,29,9,14,59,63,2,115,14,7,3,6,14,5,.284,.362,.428,.790,*98/HD7
294,Jim Eisenreich\eisenji01,380,113,353,31,95,13,3,2,28,24,4,36,0,0,3,6,11,6,.269,.313,.340,.653,*9H7/D8
295,Jim Eisenreich\eisenji01,329,104,290,42,87,15,4,4,43,33,3,31,1,3,2,8,6,2,.300,.371,.421,.792,*9H/8
296,Jim Eisenreich\eisenji01,423,129,377,46,119,22,2,10,55,38,4,44,1,2,5,7,10,0,.316,.375,.464,.839,*97H/8
297,Jim Eisenreich\eisenji01,394,153,362,51,115,17,4,7,54,26,5,36,1,3,2,6,5,0,.318,.363,.445,.808,*9H/873
298,Juan Encarnacion\encarju01,532,135,484,63,114,30,2,16,62,38,2,86,7,1,2,11,5,4,.236,.299,.405,.704,*9/7H
299,Juan Encarnacion\encarju01,598,153,557,74,155,25,5,19,79,30,6,86,4,1,6,11,6,5,.278,.317,.443,.760,*98H/7
300,Juan Encarnacion\encarju01,653,156,601,80,162,37,6,19,94,37,0,82,4,5,6,17,19,8,.270,.313,.446,.759,*9/H
301,Juan Encarnacion\encarju01,307,78,283,43,80,17,1,9,47,18,0,43,1,1,4,11,2,2,.283,.324,.445,.769,*9/H8
302,Juan Encarnacion\encarju01,644,152,584,77,158,22,5,24,85,46,0,113,4,3,7,18,21,9,.271,.324,.449,.773,*98/H
303,Juan Encarnacion\encarju01,563,141,506,59,145,27,3,16,76,41,2,104,9,4,3,9,6,5,.287,.349,.447,.795,*98/H
304,Andre Ethier\ethiean01,551,135,487,67,142,30,0,11,62,58,9,103,3,0,3,8,0,1,.292,.368,.421,.789,*9/HD
305,Andre Ethier\ethiean01,618,149,556,79,158,36,1,20,89,50,6,124,9,0,3,13,2,2,.284,.351,.460,.812,*9/HD8
306,Andre Ethier\ethiean01,685,160,596,92,162,42,3,31,106,72,10,116,13,0,4,19,6,4,.272,.361,.508,.869,*9/H
307,Andre Ethier\ethiean01,585,139,517,71,151,33,1,23,82,59,11,102,3,0,6,11,2,1,.292,.364,.493,.857,*9/H3
308,Andre Ethier\ethiean01,596,141,525,90,160,38,5,20,77,59,0,88,4,1,7,6,6,3,.305,.375,.510,.885,*97/H
309,Andre Ethier\ethiean01,507,153,447,50,127,32,2,13,64,46,12,68,4,0,8,10,0,4,.284,.350,.452,.802,*97H
310,Andre Ethier\ethiean01,445,142,395,54,116,20,7,14,53,43,2,75,4,0,3,11,2,3,.294,.366,.486,.852,*97H/8D
311,Dwight Evans\evansdw01,744,159,617,110,162,29,1,29,78,114,4,105,5,1,7,16,7,2,.263,.378,.454,.832,*9/D
312,Dwight Evans\evansdw01,640,152,529,86,137,33,2,26,97,97,4,117,6,2,6,11,3,3,.259,.376,.476,.853,*9/HD
313,Dwight Evans\evansdw01,329,101,270,35,73,9,1,6,38,54,2,54,2,1,2,7,2,3,.270,.393,.378,.771,*9HD
314,Carl Everett\evereca01,331,79,289,48,75,13,1,12,54,39,2,67,2,1,0,11,2,5,.260,.352,.436,.788,*98/H
315,Junior Felix\felixju01,454,110,415,62,107,14,8,9,46,33,2,101,3,0,3,5,18,12,.258,.315,.395,.710,*98/HD
316,Junior Felix\felixju01,339,86,301,54,92,25,1,13,49,26,2,76,8,0,4,6,1,6,.306,.372,.525,.897,*9/H78D
317,Junior Felix\felixju01,517,127,463,73,122,23,7,15,65,45,0,99,2,2,5,4,13,8,.263,.328,.441,.769,*98/HD
318,Robert Fick\fickro01,614,148,556,66,150,36,2,17,63,46,4,90,7,0,5,17,0,1,.270,.331,.433,.764,*9/DH
319,Cliff Floyd\floydcl01,322,108,282,40,80,10,1,9,45,35,5,47,5,0,0,6,0,0,.284,.373,.422,.795,*9H7/D
320,Dexter Fowler\fowlede01,574,150,487,69,116,24,1,19,67,74,1,142,8,1,4,6,8,5,.238,.346,.409,.754,*98H
321,Dexter Fowler\fowlede01,334,90,289,40,52,10,0,8,31,38,0,75,3,0,4,2,5,2,.180,.278,.298,.576,*9H
322,Ben Francisco\francbe01,293,100,250,24,61,10,1,6,34,33,1,42,5,2,3,5,4,4,.244,.340,.364,.704,*9H7/D
323,Jeff Francoeur\francje02,686,162,651,83,169,24,6,29,103,23,6,132,9,0,3,15,1,6,.260,.293,.449,.742,*9/8
324,Jeff Francoeur\francje02,696,162,642,84,188,40,0,19,105,42,5,129,5,0,7,14,5,2,.293,.338,.444,.782,*9
325,Jeff Francoeur\francje02,653,155,599,70,143,33,3,11,71,39,5,111,10,0,4,18,0,1,.239,.294,.359,.653,*9/H
326,Jeff Francoeur\francje02,632,157,593,72,166,32,4,15,76,23,5,92,6,1,9,13,6,4,.280,.309,.423,.732,*9/H
327,Jeff Francoeur\francje02,656,153,601,77,171,47,4,20,87,37,3,123,8,0,10,17,22,10,.285,.329,.476,.805,*9/H
328,Jeff Francoeur\francje02,503,139,454,52,113,18,2,13,65,30,8,81,8,0,11,9,8,3,.249,.300,.383,.683,*9H/7D
329,Jeff Francoeur\francje02,603,148,561,58,132,26,3,16,49,34,9,119,7,0,1,14,4,7,.235,.287,.378,.665,*9/8HD
330,Jeff Francoeur\francje02,256,81,245,20,50,10,2,3,17,9,2,61,2,0,0,7,3,0,.204,.238,.298,.536,*97H/D8
331,Jeff Francoeur\francje02,274,70,257,41,77,20,1,14,45,11,3,58,4,0,2,4,3,2,.300,.336,.549,.884,*9/H
332,Jeff Francoeur\francje02,343,118,326,34,84,16,1,13,45,13,0,77,1,0,3,10,0,2,.258,.286,.433,.718,*9H7/D1
333,Kosuke Fukudome\fukudko01,429,130,358,45,94,20,2,13,44,64,1,67,0,3,4,5,7,8,.263,.371,.439,.809,*9H/D
334,Kosuke Fukudome\fukudko01,603,146,530,59,139,27,3,8,35,61,4,110,4,6,2,8,4,6,.262,.342,.370,.712,*98H/D
335,Kosuke Fukudome\fukudko01,590,150,501,79,129,25,3,10,58,81,9,104,1,2,5,7,12,4,.257,.359,.379,.738,*9H8/D
336,Avisail Garcia\garciav01,385,93,356,47,84,11,2,19,49,20,2,102,4,0,5,9,3,1,.236,.281,.438,.719,*9/D
337,Avisail Garcia\garciav01,601,148,553,66,142,17,2,13,59,36,3,141,8,0,4,13,7,7,.257,.309,.365,.675,*9D/H
338,Avisail Garcia\garciav01,530,125,489,61,138,25,2,20,72,31,2,125,7,0,3,15,10,4,.282,.332,.464,.796,*9D8/H
339,Avisail Garcia\garciav01,561,136,518,75,171,27,5,18,80,33,5,111,9,0,1,14,5,3,.330,.380,.506,.885,*9/DH
340,Karim Garcia\garcika01,275,85,258,33,59,7,2,10,33,14,1,50,0,0,3,7,3,0,.229,.265,.388,.653,*9H8/3
341,Karim Garcia\garcika01,310,96,288,38,69,10,3,14,32,20,1,67,0,0,1,2,2,4,.240,.288,.441,.729,*97H/D
342,Karim Garcia\garcika01,262,76,244,25,64,6,0,11,35,14,2,52,1,0,3,8,0,2,.262,.302,.422,.724,*978/HD
343,Karim Garcia\garcika01,354,113,333,39,74,10,8,9,43,18,1,78,0,0,3,6,5,4,.222,.260,.381,.641,*9H/8
344,Jody Gerut\gerutjo01,548,134,481,72,121,31,5,11,51,54,4,59,7,3,3,9,13,6,.252,.334,.405,.739,*98/H7D
345,Jay Gibbons\gibboja01,541,136,490,71,121,29,1,28,69,45,3,66,2,0,4,9,1,3,.247,.311,.482,.792,*93D/H
346,Jay Gibbons\gibboja01,682,160,625,80,173,39,2,23,100,49,11,89,3,0,5,12,0,1,.277,.330,.456,.786,*93/D
347,Jay Gibbons\gibboja01,380,97,346,36,85,14,1,10,47,29,0,64,1,1,3,11,1,1,.246,.303,.379,.682,*9D3/H
348,Kirk Gibson\gibsoki01,521,119,441,84,118,11,2,28,86,68,4,107,7,1,4,8,34,6,.268,.371,.492,.863,*9/DH8
349,Kirk Gibson\gibsoki01,670,154,581,96,167,37,5,29,97,71,16,137,5,3,10,5,30,4,.287,.364,.518,.882,*98/DH
350,Brian Giles\gilesbr02,711,159,609,97,173,33,7,23,94,89,6,80,4,0,9,12,10,3,.284,.374,.475,.849,*9/H
351,Brian Giles\gilesbr02,717,158,604,87,159,37,1,14,83,104,6,60,5,0,4,18,9,4,.263,.374,.397,.771,*9
352,Brian Giles\gilesbr02,552,121,483,72,131,27,2,13,51,64,5,61,4,0,1,8,4,6,.271,.361,.416,.777,*9/H8
353,Brian Giles\gilesbr02,653,147,559,81,171,40,4,12,63,87,2,52,2,0,5,18,2,2,.306,.398,.456,.854,*9/H8
354,Brian Giles\gilesbr02,674,158,545,92,164,38,8,15,83,119,9,64,2,0,8,14,13,5,.301,.423,.483,.905,*98/H7
355,Brian Giles\gilesbr02,254,61,225,18,43,10,1,2,23,26,2,31,1,0,1,6,1,0,.191,.277,.271,.548,*9/H
356,Carlos Gomez\gomezca01,408,118,360,42,75,15,2,9,32,25,0,103,21,2,0,6,12,3,.208,.298,.336,.634,*9H/D841
357,Carlos Gonzalez\gonzaca01,632,150,584,87,174,42,2,25,100,46,6,129,1,0,1,10,2,2,.298,.350,.505,.855,*9/H
358,Carlos Gonzalez\gonzaca01,534,136,470,72,123,34,0,14,57,56,3,119,2,0,6,9,3,0,.262,.339,.423,.762,*9/HD
359,Carlos Gonzalez\gonzaca01,504,132,463,71,128,32,4,16,64,37,4,113,1,0,3,5,5,2,.276,.329,.467,.796,*9H/D
360,Carlos Gonzalez\gonzaca01,608,153,554,87,150,25,2,40,97,46,6,133,1,1,6,11,2,0,.271,.325,.540,.864,*9/H
361,Juan Gonzalez\gonzaju03,296,70,277,38,78,21,1,8,35,17,1,56,1,0,1,11,2,0,.282,.324,.451,.776,*9/DH
362,Juan Gonzalez\gonzaju03,346,82,327,49,96,17,1,24,70,14,1,73,4,0,1,10,1,1,.294,.329,.572,.901,*9D/H
363,Juan Gonzalez\gonzaju03,669,154,606,110,193,50,2,45,157,46,9,126,6,0,11,20,2,1,.318,.366,.630,.997,*9D/H
364,Juan Gonzalez\gonzaju03,629,144,562,114,183,36,1,39,128,51,7,105,4,0,12,10,3,3,.326,.378,.601,.980,*9D
365,Juan Gonzalez\gonzaju03,595,140,532,97,173,34,1,35,140,41,5,94,6,0,16,18,1,0,.325,.370,.590,.960,*9D
366,Juan Gonzalez\gonzaju03,592,134,541,89,170,33,2,47,144,45,12,82,3,0,3,10,2,0,.314,.368,.643,1.011,*9D
367,Curtis Granderson\grandcu01,633,150,545,88,129,24,5,30,59,74,7,130,9,0,5,10,4,2,.237,.335,.464,.799,*98H/7D
368,Curtis Granderson\grandcu01,654,155,564,73,128,27,2,20,66,79,1,141,6,0,5,1,8,2,.227,.326,.388,.714,*987/H
369,Curtis Granderson\grandcu01,682,157,580,98,150,33,2,26,70,91,3,151,7,0,4,3,11,6,.259,.364,.457,.821,*9H/8D
370,Shawn Green\greensh01,685,158,582,110,166,31,1,42,114,93,22,112,5,0,5,26,8,5,.285,.385,.558,.944,*9/HD
371,Shawn Green\greensh01,588,149,530,73,147,31,3,15,66,45,5,82,10,0,3,17,4,4,.277,.344,.432,.776,*93/HD
372,Shawn Green\greensh01,691,160,611,84,171,49,2,19,85,68,2,112,6,0,6,18,6,2,.280,.355,.460,.814,*9/DH
373,Shawn Green\greensh01,656,158,581,87,166,37,4,22,73,62,6,95,5,0,8,18,8,4,.286,.355,.477,.832,*98/H
374,Shawn Green\greensh01,405,121,379,52,109,31,4,15,54,20,3,68,3,0,3,4,1,2,.288,.326,.509,.835,*9H
375,Shawn Green\greensh01,689,158,630,106,175,33,4,35,100,50,2,142,5,1,3,6,35,12,.278,.334,.510,.844,*98/H
376,Shawn Green\greensh01,696,153,614,134,190,45,0,42,123,66,4,117,11,0,5,13,20,7,.309,.384,.588,.972,*9/H
377,Shawn Green\greensh01,714,162,610,98,164,44,4,24,99,90,9,121,8,0,6,18,24,5,.269,.367,.472,.839,*9/H8
378,Shawn Green\greensh01,491,130,446,62,130,30,1,10,46,37,4,62,5,1,1,14,11,1,.291,.352,.430,.782,*93H
379,Shawn Green\greensh01,465,132,422,52,118,32,3,11,45,33,3,75,8,0,2,9,5,1,.280,.342,.448,.790,*9H/8D
380,Shawn Green\greensh01,701,161,619,121,184,31,4,49,125,72,10,107,5,0,5,10,20,4,.297,.372,.598,.970,*9/8H3
381,Rusty Greer\greerru01,331,80,277,36,87,16,1,10,46,46,2,46,2,2,4,3,0,0,.314,.410,.487,.898,*987/3H
382,Rusty Greer\greerru01,478,131,417,58,113,21,2,13,61,55,1,66,1,2,3,9,3,1,.271,.355,.424,.780,*97H/83
383,Randal Grichuk\grichra01,628,151,586,75,136,29,5,31,80,35,0,163,5,0,2,20,2,1,.232,.280,.457,.738,*98D/H
384,Randal Grichuk\grichra01,462,124,424,60,104,32,1,25,61,27,0,122,8,0,3,5,3,2,.245,.301,.502,.803,*98/HD7
385,Ben Grieve\grievbe01,294,123,250,30,65,17,0,8,35,39,5,70,2,0,3,4,0,0,.260,.361,.424,.785,*9H/D7
386,Ben Grieve\grievbe01,561,136,482,62,121,30,0,19,64,69,5,121,8,0,2,15,8,2,.251,.353,.432,.784,*9D/H
387,Ben Grieve\grievbe01,678,155,583,94,168,41,2,18,89,85,3,123,9,0,1,18,2,2,.288,.386,.458,.844,*9/DH
388,Ken Griffey Jr.\griffke02,575,143,490,67,122,30,1,18,71,78,14,89,3,0,4,13,0,1,.249,.353,.424,.778,*98D/H
389,Ken Griffey Jr.\griffke02,623,144,528,78,146,24,1,30,93,85,14,99,1,0,9,14,6,1,.277,.372,.496,.869,*9/HD
390,Gabe Gross\grossga01,399,143,345,46,82,16,3,13,40,50,0,82,2,0,2,6,4,2,.238,.336,.414,.750,*98H/7D
391,Gabe Gross\grossga01,326,115,282,31,64,16,1,6,36,42,1,79,0,1,1,2,6,3,.227,.326,.355,.681,*9H/D
392,Vladimir Guerrero\guerrvl01,594,141,520,95,165,29,2,32,108,61,26,48,8,0,5,16,13,1,.317,.394,.565,.959,*9D/H
393,Vladimir Guerrero\guerrvl01,680,156,612,124,206,39,2,39,126,52,14,74,8,0,8,19,15,3,.337,.391,.598,.989,*9D
394,Vladimir Guerrero\guerrvl01,354,90,325,44,98,22,2,11,40,19,2,39,7,0,3,11,3,4,.302,.350,.483,.833,*9/H8
395,Vladimir Guerrero\guerrvl01,665,156,607,92,200,34,1,33,116,50,25,68,4,0,4,16,15,5,.329,.382,.552,.934,*9D
