Rk,Name,PA,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
597,Mike Lansing\lansimi01,638,153,584,73,161,39,2,12,66,39,4,88,5,7,3,18,10,3,.276,.325,.411,.736,*4/H5
598,Mike Lansing\lansimi01,548,139,504,72,121,18,6,11,60,38,2,75,0,3,3,20,8,2,.240,.292,.365,.657,*4/H5
599,Mike Lansing\lansimi01,435,106,394,44,105,21,2,5,35,30,3,37,7,2,2,10,12,8,.266,.328,.368,.696,*456/H
600,Mike Lansing\lansimi01,502,127,467,47,119,30,2,10,62,28,2,65,3,1,3,14,27,4,.255,.299,.392,.691,*4/6
601,Mike Lansing\lansimi01,705,159,641,99,183,40,2,11,53,44,1,85,10,9,1,19,23,8,.285,.341,.406,.746,*4/6
602,Vance Law\lawva01,621,147,519,75,138,30,6,10,52,86,0,96,2,8,6,11,6,5,.266,.369,.405,.773,*435/H9
603,Vance Law\lawva01,492,133,436,52,119,27,1,12,56,51,5,62,0,2,3,8,8,5,.273,.347,.422,.769,*453/H1
604,Vance Law\lawva01,402,112,360,37,81,17,2,5,44,37,1,66,1,2,2,9,3,5,.225,.298,.325,.623,*435/H19
605,Brett Lawrie\lawribr01,384,94,351,35,87,22,0,12,36,30,2,109,2,0,1,3,7,3,.248,.310,.413,.723,*4/D
606,Manuel Lee\leema02,415,116,381,38,111,16,3,2,38,26,1,64,0,4,4,13,3,3,.291,.333,.365,.698,*46/5HD
607,Manuel Lee\leema02,421,117,391,45,95,12,4,6,41,26,0,90,0,1,3,9,3,1,.243,.288,.340,.628,*4/6H
608,DJ LeMahieu\lemahdj01,538,149,494,59,132,15,5,5,42,33,7,97,2,7,2,13,10,10,.267,.315,.348,.663,*4/5H63
609,DJ LeMahieu\lemahdj01,620,150,564,85,170,21,5,6,61,50,4,107,1,3,2,20,23,3,.301,.358,.388,.746,*4/H
610,DJ LeMahieu\lemahdj01,635,146,552,104,192,32,8,11,66,66,2,80,3,8,6,19,11,7,.348,.416,.495,.911,*4/H
611,DJ LeMahieu\lemahdj01,682,155,609,95,189,28,4,8,64,59,1,90,6,3,5,24,6,5,.310,.374,.409,.783,*4/H
612,DJ LeMahieu\lemahdj01,434,109,404,39,113,21,3,2,28,19,2,67,1,7,3,13,18,7,.280,.311,.361,.673,*45H/63
613,DJ LeMahieu\lemahdj01,581,128,533,90,147,32,2,15,62,37,0,82,2,2,7,14,6,5,.276,.321,.428,.749,*4/H
614,Mark Lemke\lemkema01,397,109,351,33,86,17,1,2,26,33,2,51,0,8,5,10,2,0,.245,.306,.316,.622,*4/H
615,Mark Lemke\lemkema01,491,155,427,38,97,7,4,6,26,50,11,39,0,12,2,9,0,3,.227,.307,.304,.611,*4H5
616,Mark Lemke\lemkema01,308,136,269,36,63,11,2,2,23,29,2,27,0,6,4,9,1,2,.234,.305,.312,.617,*4H5
617,Mark Lemke\lemkema01,569,151,493,52,124,19,2,7,49,65,13,50,0,5,6,21,1,2,.252,.335,.341,.676,*4/H
618,Mark Lemke\lemkema01,394,104,350,40,103,15,0,3,31,38,12,37,0,6,0,11,0,3,.294,.363,.363,.726,*4/H
619,Mark Lemke\lemkema01,453,116,399,42,101,16,5,5,38,44,4,40,0,7,3,17,2,2,.253,.325,.356,.681,*4/H
620,Mark Lemke\lemkema01,562,135,498,64,127,17,0,5,37,53,1,48,0,5,6,9,5,2,.255,.323,.319,.642,*4/H
621,Mark Lewis\lewisma01,580,142,518,52,129,21,2,9,54,48,2,111,3,3,8,17,3,3,.249,.312,.349,.661,*4/H
622,Mark Lewis\lewisma01,599,145,545,69,147,30,3,11,55,42,0,109,5,4,3,12,6,1,.270,.326,.396,.722,*4/D
623,Mark Lewis\lewisma01,336,84,314,29,83,15,1,0,30,15,0,45,0,2,5,12,2,2,.264,.293,.318,.612,*46/H
624,Jose Lind\lindjo01,668,154,611,82,160,24,4,2,49,42,0,75,0,12,3,11,15,4,.262,.308,.324,.632,*4/H
625,Jose Lind\lindjo01,637,153,578,52,134,21,3,2,48,39,7,64,2,13,5,13,15,1,.232,.280,.289,.569,*4/H
626,Jose Lind\lindjo01,561,152,514,46,134,28,5,1,48,35,19,52,1,4,7,20,8,0,.261,.305,.340,.646,*4/H
627,Jose Lind\lindjo01,315,85,290,34,78,16,2,1,31,16,1,34,0,8,1,7,9,5,.269,.306,.348,.654,*4/HD
628,Jose Lind\lindjo01,545,150,502,53,133,16,6,3,54,30,10,56,2,5,6,20,7,4,.265,.306,.339,.644,*4/H
629,Jose Lind\lindjo01,507,135,468,38,110,14,1,0,39,26,12,29,1,7,4,14,3,1,.235,.275,.269,.544,*4/H
630,Jose Lind\lindjo01,464,136,431,33,107,13,2,0,37,13,0,36,2,13,5,7,3,2,.248,.271,.288,.558,*4/H
631,Nelson Liriano\liriane01,400,103,355,46,83,12,9,1,28,38,0,44,1,4,2,8,8,7,.234,.308,.327,.635,*4/HD6
632,Nelson Liriano\liriane01,289,107,259,29,74,12,1,5,38,24,3,34,2,1,3,2,2,2,.286,.347,.398,.745,*4H/56
633,Nelson Liriano\liriane01,295,99,276,36,73,6,2,3,23,11,0,40,2,5,1,4,12,5,.264,.297,.333,.630,*4HD/5
634,Nelson Liriano\liriane01,478,132,418,51,110,26,3,5,53,43,0,51,2,10,5,10,16,7,.263,.331,.376,.707,*4H/D
635,Nelson Liriano\liriane01,303,87,255,39,65,17,5,3,31,42,5,44,0,3,3,4,0,2,.255,.357,.396,.753,*4/H65
636,Pat Listach\listapa01,369,101,334,35,73,8,2,0,25,25,0,61,2,7,1,6,13,3,.219,.276,.254,.531,*468/H579
637,Keith Lockhart\lockhke01,471,138,433,49,118,33,3,7,55,30,4,40,2,1,5,7,11,6,.273,.319,.411,.730,*45H/D
638,Keith Lockhart\lockhke01,401,109,366,50,94,21,0,9,37,29,0,37,1,2,3,2,2,2,.257,.311,.388,.699,*4H/D5
639,Keith Lockhart\lockhke01,331,128,296,34,64,13,3,5,32,27,9,50,1,5,2,4,0,1,.216,.282,.331,.613,*4H/5
640,Keith Lockhart\lockhke01,313,113,275,32,73,12,3,2,32,29,7,31,0,5,4,10,4,1,.265,.331,.353,.684,*4H5
641,Keith Lockhart\lockhke01,300,94,274,41,88,19,3,6,33,14,2,21,4,1,7,2,8,1,.321,.355,.478,.833,*4H5D
642,Steve Lombardozzi\lombast02,307,118,290,25,75,15,1,2,22,8,1,34,1,5,3,6,4,3,.259,.278,.338,.616,H47/5
643,Steve Lombardozzi\lombast01,335,103,287,34,60,15,2,3,27,35,2,48,2,6,5,2,2,5,.209,.295,.307,.601,*46/5H
644,Steve Lombardozzi\lombast01,515,156,453,53,103,20,5,8,33,52,2,76,1,9,0,8,3,1,.227,.308,.347,.655,*4/H
645,Steve Lombardozzi\lombast01,479,136,432,51,103,19,3,8,38,33,1,66,4,9,1,10,5,1,.238,.298,.352,.650,*4/H
646,Felipe Lopez\lopezfe01,680,151,604,88,187,38,3,9,57,71,4,100,2,1,2,5,6,6,.310,.383,.427,.810,*4/HD
647,Felipe Lopez\lopezfe01,532,143,481,64,136,28,2,6,46,43,2,82,3,2,3,13,8,8,.283,.343,.387,.730,*47H65/39
648,Jose Lopez\lopezjo01,653,153,613,69,167,42,0,25,96,24,5,69,6,3,7,25,3,3,.272,.303,.463,.766,*43/H
649,Jose Lopez\lopezjo01,687,159,644,80,191,41,1,17,89,27,5,67,1,6,9,14,6,3,.297,.322,.443,.764,*43/DH
650,Jose Lopez\lopezjo01,561,149,524,58,132,17,2,11,62,20,0,64,5,9,3,16,2,3,.252,.284,.355,.639,*4/H5
651,Jose Lopez\lopezjo01,655,151,603,78,170,28,8,10,79,26,1,80,9,12,5,17,5,2,.282,.319,.405,.723,*4/H
652,Nicky Lopez\lopezni01,402,103,379,44,91,22,2,2,30,18,0,51,1,4,0,5,1,1,.240,.276,.325,.601,*46/HD
653,Mark Loretta\loretma01,653,154,589,74,185,28,4,13,72,54,2,62,3,3,4,17,5,4,.314,.372,.441,.814,*4/H6
654,Mark Loretta\loretma01,707,154,620,108,208,47,2,16,76,58,3,45,9,4,16,10,5,3,.335,.391,.495,.886,*4
655,Mark Loretta\loretma01,463,105,404,54,113,16,1,3,38,45,4,34,8,2,4,11,8,4,.280,.360,.347,.707,*4/5
656,Mark Loretta\loretma01,703,155,635,75,181,33,0,5,59,49,1,63,12,2,5,16,4,1,.285,.345,.361,.706,*43/HD
657,Mark Loretta\loretma01,297,101,261,27,73,15,0,4,38,29,1,30,2,0,5,9,0,0,.280,.350,.383,.733,4H5/63
658,Torey Lovullo\lovulto01,409,116,367,42,92,20,0,6,30,36,1,49,1,3,2,8,7,6,.251,.318,.354,.672,*4H5/69D3
659,Brandon Lowe\lowebr01,327,82,296,42,80,17,2,17,51,25,0,113,5,0,1,1,5,0,.270,.336,.514,.850,*4/H39D7
660,Jed Lowrie\lowrije01,369,87,338,30,89,12,1,2,27,26,0,65,1,0,4,10,0,0,.263,.314,.322,.637,*4/DH6
661,Jed Lowrie\lowrije01,680,157,596,78,159,37,1,23,99,78,1,128,3,0,3,8,0,0,.267,.353,.448,.801,*45/HD
662,Jed Lowrie\lowrije01,645,153,567,86,157,49,3,14,69,73,2,100,2,0,3,10,0,1,.277,.360,.448,.808,*4D/H5
663,Julio Lugo\lugoju01,264,93,241,26,60,4,2,0,20,15,0,50,2,6,0,6,5,7,.249,.298,.282,.581,*46H/5D7
664,Fred Manrique\manrifr01,330,115,298,30,77,13,3,4,29,19,1,69,1,9,3,4,5,3,.258,.302,.362,.665,*46/HD
665,Fred Manrique\manrifr01,387,140,345,43,81,10,6,5,37,21,1,54,3,16,2,7,6,5,.235,.283,.342,.625,*4H6/D
666,Fred Manrique\manrifr01,412,119,378,46,111,25,1,4,52,17,1,63,2,13,2,9,4,5,.294,.326,.397,.723,*46H/5D
667,Ketel Marte\marteke01,580,153,520,68,135,26,12,14,59,54,3,79,3,1,2,12,6,1,.260,.332,.437,.768,*46H
668,Kazuo Matsui\matsuka01,265,70,243,32,65,12,3,3,26,16,1,46,0,4,2,1,10,1,.267,.310,.379,.689,*4H/6
669,Kazuo Matsui\matsuka01,295,87,267,31,68,9,4,3,24,14,1,43,5,5,4,2,6,1,.255,.300,.352,.652,*4H
670,Kazuo Matsui\matsuka01,453,104,410,84,118,24,6,4,37,34,1,69,0,8,1,1,32,4,.288,.342,.405,.746,*4/H
671,Kazuo Matsui\matsuka01,422,96,375,58,110,26,3,6,33,37,0,53,0,7,3,3,20,5,.293,.354,.427,.781,*4/H
672,Kazuo Matsui\matsuka01,533,132,476,56,119,20,2,9,46,34,2,85,3,16,4,4,19,3,.250,.302,.357,.659,*4/H
673,John McDonald\mcdonjo03,288,93,264,35,66,11,3,1,12,10,0,50,5,7,2,4,3,0,.250,.288,.326,.614,*465/HD
674,Joe McEwing\mcewijo01,575,152,513,65,141,28,4,9,44,41,8,87,6,9,5,3,7,4,.275,.333,.398,.730,*4789H/536
675,Mark McLemore\mclemma01,400,104,343,44,88,11,1,3,29,51,3,50,1,4,1,7,20,5,.257,.354,.321,.674,*4/9HD
676,Mark McLemore\mclemma01,578,138,481,72,118,23,1,3,46,81,2,78,1,11,4,12,30,14,.245,.353,.316,.669,*47/H8
677,Mark McLemore\mclemma01,256,101,228,40,56,7,2,0,27,21,1,26,0,6,1,6,11,5,.246,.308,.294,.602,*4HD
678,Mark McLemore\mclemma01,499,138,433,61,102,13,3,3,41,48,0,72,0,15,3,7,25,8,.236,.310,.300,.610,*4/H6D
679,Mark McLemore\mclemma01,664,144,566,105,155,20,7,6,45,83,2,79,0,9,6,8,16,8,.274,.363,.366,.729,*4/97HD
680,Mark McLemore\mclemma01,567,126,461,79,114,15,1,5,53,89,1,64,2,12,3,15,12,4,.247,.369,.317,.686,*4/HD
681,Mark McLemore\mclemma01,295,77,250,29,62,14,0,2,21,41,3,33,1,2,1,4,0,2,.248,.355,.328,.683,*45/H7
682,Mark McLemore\mclemma01,611,147,517,84,150,23,4,5,46,87,5,69,0,2,5,16,27,10,.290,.389,.379,.768,*4/9H
683,Mark McLemore\mclemma01,399,89,349,47,91,17,2,1,25,40,1,54,2,6,2,5,7,5,.261,.338,.330,.668,*4/H7
684,Mark McLemore\mclemma01,265,77,233,38,56,11,2,2,16,25,0,28,0,5,2,6,13,7,.240,.312,.330,.642,*4H/5D
685,Ryan McMahon\mcmahry01,539,141,480,70,120,22,1,24,83,56,1,160,1,1,1,14,5,1,.250,.329,.450,.779,*453H
686,Pat Meares\mearepa01,284,86,270,27,57,11,1,4,25,10,3,45,2,1,1,9,0,2,.211,.244,.304,.548,*4/H
687,Frank Menechino\menecfr01,578,139,471,82,114,22,2,12,60,79,0,97,19,3,6,13,2,3,.242,.369,.374,.742,*4/6HD5
688,Whit Merrifield\merriwh01,332,81,311,44,88,22,3,2,29,19,1,72,0,1,1,1,8,3,.283,.323,.392,.716,*47/H593D
689,Whit Merrifield\merriwh01,630,145,587,80,169,32,6,19,78,29,0,88,6,1,7,13,34,8,.288,.324,.460,.784,*49/7H35
690,Whit Merrifield\merriwh01,707,158,632,88,192,43,3,12,60,61,2,114,6,2,6,12,45,10,.304,.367,.438,.806,*48D/937H
691,Aaron Miles\milesaa01,566,134,522,75,153,15,3,6,47,29,0,53,2,7,6,12,12,7,.293,.329,.368,.697,*4H
692,Aaron Miles\milesaa01,471,135,426,48,112,20,5,2,30,38,9,42,2,2,3,8,2,1,.263,.324,.347,.672,*46H/5
693,Aaron Miles\milesaa01,408,134,379,49,120,15,2,4,31,23,2,37,0,5,1,13,3,3,.317,.355,.398,.753,*4H65/7981
694,Aaron Miles\milesaa01,347,99,324,37,91,12,3,2,28,8,1,38,4,10,1,6,4,2,.281,.306,.355,.661,*4H/6
695,Aaron Miles\milesaa01,449,133,414,55,120,16,1,2,32,25,1,40,1,4,5,11,2,1,.290,.328,.348,.676,*46H/517
696,Brad Miller\millebr02,407,110,338,43,68,13,3,9,40,63,4,110,2,0,4,5,5,3,.201,.327,.337,.664,*4HD
697,Keith Miller\milleke01,304,98,275,41,77,22,1,4,23,23,0,44,5,0,1,2,14,4,.280,.345,.411,.756,*4H97/685
698,Keith Miller\milleke01,464,106,416,57,118,24,4,4,38,31,0,46,14,1,2,1,16,6,.284,.352,.389,.741,*47/HD
699,Yoan Moncada\moncayo01,650,149,578,73,136,32,6,17,61,67,1,217,1,2,2,4,12,6,.235,.315,.400,.714,*4/H
700,Mickey Morandini\moranmi01,455,127,422,47,112,8,8,3,30,25,2,64,0,6,2,4,8,3,.265,.305,.344,.649,*4H/6
701,Mickey Morandini\moranmi01,364,98,325,38,81,11,4,1,20,29,0,45,2,6,2,7,13,2,.249,.313,.317,.630,*4/H
702,Mickey Morandini\moranmi01,470,120,425,57,105,19,9,3,33,34,2,73,5,4,2,7,13,2,.247,.309,.355,.664,*4H
703,Mickey Morandini\moranmi01,316,87,274,40,80,16,5,2,26,34,5,33,4,4,0,4,10,5,.292,.378,.409,.787,*4H
704,Mickey Morandini\moranmi01,550,127,494,65,140,34,7,6,49,42,3,80,9,4,1,11,9,6,.283,.350,.417,.767,*4/H
705,Mickey Morandini\moranmi01,606,140,539,64,135,24,6,3,32,49,0,87,9,5,4,15,26,5,.250,.321,.334,.655,*4/H
706,Mickey Morandini\moranmi01,640,150,553,83,163,40,2,1,39,62,0,91,8,12,5,8,16,13,.295,.371,.380,.751,*4/H6
707,Mickey Morandini\moranmi01,669,154,582,93,172,20,4,8,53,72,4,84,9,4,2,14,13,1,.296,.380,.385,.765,*4/H
708,Mickey Morandini\moranmi01,521,144,456,60,110,18,5,4,37,48,2,61,6,7,4,10,6,6,.241,.319,.329,.648,*4H
709,Mickey Morandini\moranmi01,457,126,409,41,105,15,4,0,29,36,1,77,4,7,1,13,6,2,.257,.322,.313,.635,*4/H
710,Warren Morris\morriwa02,581,147,511,65,147,20,3,15,73,59,3,88,2,4,5,12,3,7,.288,.360,.427,.787,*4/H
711,Warren Morris\morriwa02,606,144,528,68,137,31,2,3,43,65,3,78,2,8,3,7,7,10,.259,.341,.343,.684,*4H
712,Warren Morris\morriwa02,377,97,346,37,94,13,2,6,37,23,1,42,1,4,3,6,4,2,.272,.316,.373,.689,*4H
713,Daniel Murphy\murphda08,593,144,534,94,172,43,3,23,93,52,14,77,4,0,3,16,2,0,.322,.384,.543,.928,*4/H
714,Daniel Murphy\murphda08,351,91,328,40,98,15,0,12,42,20,2,40,0,0,3,5,3,0,.299,.336,.454,.790,*43/HD
715,Daniel Murphy\murphda08,582,142,531,88,184,47,5,25,104,35,10,57,8,0,8,4,5,3,.347,.390,.595,.985,*43/HD5
716,Daniel Murphy\murphda08,612,156,571,62,166,40,3,6,65,36,5,82,1,0,4,12,10,2,.291,.332,.403,.735,*4H3
717,Daniel Murphy\murphda08,697,161,658,92,188,38,4,13,78,32,2,95,2,0,5,13,23,3,.286,.319,.415,.733,*4/3H
718,Daniel Murphy\murphda08,642,143,596,79,172,37,2,9,57,39,3,86,2,0,5,15,13,5,.289,.332,.403,.734,*45/3H
719,Tim Naehring\naehrti01,339,80,297,41,82,18,1,7,42,30,1,56,4,7,1,11,1,3,.276,.349,.414,.764,*45/63DH
720,Al Newman\newmaal01,521,141,446,62,113,18,2,0,38,59,0,46,2,10,4,3,25,12,.253,.341,.303,.643,*456H/7D8
721,Al Newman\newmaal01,433,144,388,43,94,14,0,0,30,33,0,34,2,8,2,7,13,6,.242,.304,.278,.582,*465H/7
722,Al Newman\newmaal01,289,116,246,25,54,5,0,0,12,34,0,26,1,8,0,5,9,6,.220,.317,.240,.557,*456H/7D
723,Jayson Nix\nixja01,290,94,255,36,57,11,0,12,32,28,1,64,4,1,2,5,10,2,.224,.308,.408,.716,*4H65/D97
724,Abraham Nunez\nunezab01,286,112,253,28,59,14,1,2,15,27,1,44,2,3,1,2,3,4,.233,.311,.320,.631,H46/D
725,Abraham Nunez\nunezab01,351,118,311,37,77,8,7,4,35,26,1,53,3,9,2,8,9,3,.248,.310,.357,.667,*4H6/5
726,Rougned Odor\odorro01,581,145,522,77,107,30,1,30,93,52,2,178,5,1,1,4,11,9,.205,.283,.439,.721,*4/HD
727,Rougned Odor\odorro01,417,114,386,39,100,14,7,9,48,17,1,71,5,6,3,7,4,7,.259,.297,.402,.698,*4/HD
728,Rougned Odor\odorro01,651,162,607,79,124,21,3,30,75,32,5,162,8,0,4,13,15,6,.204,.252,.397,.649,*4/HD
729,Rougned Odor\odorro01,632,150,605,89,164,33,4,33,88,19,0,135,4,0,4,6,14,7,.271,.296,.502,.798,*4/DH
730,Rougned Odor\odorro01,470,120,426,54,111,21,9,16,61,23,2,79,14,2,5,3,6,7,.261,.316,.465,.781,*4/H
731,Rougned Odor\odorro01,535,129,474,76,120,23,2,18,63,43,2,127,11,2,5,5,12,12,.253,.326,.424,.751,*4/HD
732,Ron Oester\oestero01,584,152,526,59,155,26,3,1,34,51,17,65,0,2,5,13,5,0,.295,.354,.361,.715,*4/H
733,Ron Oester\oestero01,337,109,305,23,75,15,0,1,14,32,8,47,0,0,0,10,1,0,.246,.318,.305,.622,*4H/6
734,Ron Oester\oestero01,586,153,523,52,135,23,2,8,44,52,16,84,1,7,3,18,9,2,.258,.325,.356,.680,*4/H
735,Ron Oester\oestero01,261,69,237,28,60,9,6,2,23,22,4,51,0,2,0,8,2,3,.253,.317,.367,.684,*4/H
736,Jose Offerman\offerjo01,527,116,451,73,115,14,3,9,41,70,0,70,1,2,3,9,0,8,.255,.354,.359,.713,*43/DH
737,Jose Offerman\offerjo01,471,106,424,59,126,23,6,2,39,41,3,64,0,6,0,5,9,10,.297,.359,.394,.753,*4/HD
738,Jose Offerman\offerjo01,594,128,524,76,140,23,3,9,49,61,2,97,1,3,5,9,5,2,.267,.342,.374,.716,*43/H
739,Jose Offerman\offerjo01,693,149,586,107,172,37,11,8,69,96,5,79,2,2,7,11,18,12,.294,.391,.435,.826,*4D/3H
740,Jose Offerman\offerjo01,709,158,607,102,191,28,13,7,66,89,1,96,5,2,6,7,45,12,.315,.403,.438,.841,*4/DH
741,Jose Oquendo\oquenjo01,553,156,469,38,118,17,5,1,37,74,8,46,0,5,5,7,1,1,.252,.350,.316,.666,*4/6H
742,Jose Oquendo\oquenjo01,441,127,366,37,88,11,4,1,26,67,13,48,1,4,3,5,1,2,.240,.357,.301,.658,*46/31
743,Jose Oquendo\oquenjo01,260,88,220,31,46,8,3,2,17,35,3,21,0,4,1,1,1,1,.209,.316,.300,.616,*46/H59
744,Jose Oquendo\oquenjo01,650,163,556,59,162,28,7,1,48,79,7,59,0,7,8,12,3,5,.291,.375,.372,.747,*4/63H
745,Jose Ortiz\ortizjo04,270,64,246,42,59,8,1,13,38,17,0,41,4,1,2,9,4,1,.240,.297,.439,.736,*4/HD
746,Chris Owings\owingch01,552,147,515,59,117,27,5,4,43,26,3,144,1,7,3,9,16,4,.227,.264,.322,.587,*46H
747,Joe Panik\panikjo01,573,138,511,60,147,28,5,10,53,46,4,54,5,3,8,10,4,1,.288,.347,.421,.768,*4/H
748,Joe Panik\panikjo01,392,102,358,38,91,14,1,4,24,26,3,30,3,1,4,10,4,2,.254,.307,.332,.639,*4H/3
749,Joe Panik\panikjo01,287,73,269,31,82,10,2,1,18,16,0,33,0,1,1,4,0,0,.305,.343,.368,.711,*4/H
750,Joe Panik\panikjo01,491,142,438,50,107,21,2,5,39,43,2,47,4,2,4,6,4,2,.244,.315,.336,.651,*4H
751,Joe Panik\panikjo01,432,100,382,59,119,27,2,8,37,38,0,42,5,3,4,7,3,2,.312,.378,.455,.833,*4/H
752,Joe Panik\panikjo01,526,127,464,67,111,21,7,10,62,50,5,47,4,3,5,14,5,0,.239,.315,.379,.695,*4/H
753,John Patterson\pattejo01,274,85,240,36,57,10,1,3,32,16,0,43,11,7,0,4,13,3,.238,.315,.325,.640,*4H
754,Bill Pecota\pecotbi01,280,87,240,43,58,15,2,5,20,33,0,39,1,6,0,5,8,5,.242,.336,.383,.719,*46H5/379D
755,Dustin Pedroia\pedrodu01,726,157,653,118,213,54,2,17,83,50,1,52,7,7,9,17,20,1,.326,.376,.493,.869,*4/H
756,Dustin Pedroia\pedrodu01,714,154,626,115,185,48,1,15,72,74,3,45,5,3,6,19,20,8,.296,.371,.447,.819,*4
757,Dustin Pedroia\pedrodu01,351,75,302,53,87,24,1,12,41,37,1,38,4,2,6,7,9,1,.288,.367,.493,.860,*4
758,Dustin Pedroia\pedrodu01,581,139,520,86,165,39,1,8,50,47,1,42,7,5,2,8,7,1,.317,.380,.442,.823,*4/HD
759,Dustin Pedroia\pedrodu01,731,159,635,102,195,37,3,21,91,86,6,85,1,2,7,12,26,8,.307,.387,.474,.861,*4/H
760,Dustin Pedroia\pedrodu01,623,141,563,81,163,39,3,15,65,48,3,60,5,1,6,9,20,6,.290,.347,.449,.797,*4/D
761,Dustin Pedroia\pedrodu01,463,105,406,46,119,19,0,7,62,49,4,48,2,2,4,11,4,3,.293,.369,.392,.760,*4/DH
762,Dustin Pedroia\pedrodu01,724,160,641,91,193,42,2,9,84,73,4,75,3,0,7,24,17,5,.301,.372,.415,.787,*4/H
763,Dustin Pedroia\pedrodu01,425,93,381,46,111,19,1,12,42,38,1,51,2,1,3,6,2,2,.291,.356,.441,.797,*4/D
764,Dustin Pedroia\pedrodu01,609,135,551,72,153,33,0,7,53,51,1,75,1,0,6,14,6,6,.278,.337,.376,.712,*4/H
765,Dustin Pedroia\pedrodu01,698,154,633,105,201,36,1,15,74,61,0,73,0,1,3,24,7,4,.318,.376,.449,.825,*4/H
766,Geronimo Pena\penage01,289,74,254,34,65,19,2,5,30,25,0,71,4,4,2,3,13,5,.256,.330,.406,.735,*4H
767,Jose Peraza\perazjo01,403,141,376,37,90,18,2,6,33,17,0,58,8,0,2,9,7,6,.239,.285,.346,.631,*467H/851
768,Jack Perconte\percoja01,542,125,485,60,128,17,7,2,23,50,0,36,3,2,2,9,31,2,.264,.335,.340,.675,*4/H
769,Neifi Perez\perezne01,316,108,301,31,73,14,1,2,29,8,2,25,0,4,3,5,1,1,.243,.260,.316,.575,*46H5/D
770,Tomas Perez\perezto03,328,91,295,24,74,13,4,1,19,25,0,29,1,6,1,10,1,2,.251,.311,.332,.643,*45/6H
771,Jace Peterson\peterja01,597,152,528,55,126,23,5,6,52,56,4,120,3,7,3,5,12,10,.239,.314,.335,.649,*4H
772,Jace Peterson\peterja01,408,115,350,45,89,16,1,7,29,52,2,69,1,2,3,9,5,5,.254,.350,.366,.715,*4H7/85
773,Brandon Phillips\phillbr01,623,148,588,69,173,19,2,12,70,27,1,68,4,1,3,13,23,3,.294,.328,.395,.723,*4/H6
774,Brandon Phillips\phillbr01,393,112,370,36,77,18,1,6,33,14,0,77,3,5,1,12,4,5,.208,.242,.311,.553,*4/H
775,Brandon Phillips\phillbr01,702,158,650,107,187,26,6,30,94,33,4,109,12,2,5,26,32,8,.288,.331,.485,.816,*4/H6
776,Brandon Phillips\phillbr01,609,141,559,80,146,24,7,21,78,39,6,93,5,0,6,13,23,10,.261,.312,.442,.754,*4/H
777,Brandon Phillips\phillbr01,644,153,584,78,161,30,5,20,98,44,3,75,6,2,8,21,25,9,.276,.329,.447,.776,*4/H
778,Brandon Phillips\phillbr01,687,155,626,100,172,33,5,18,59,46,1,83,8,6,1,14,16,12,.275,.332,.430,.762,*4/H
779,Brandon Phillips\phillbr01,675,150,610,94,183,38,2,18,82,44,3,85,9,5,6,15,14,9,.300,.353,.457,.810,*4/H
780,Brandon Phillips\phillbr01,587,149,536,65,148,28,1,17,75,35,3,88,6,4,6,19,25,2,.276,.324,.427,.751,*4/H6
781,Brandon Phillips\phillbr01,623,147,580,86,163,30,1,18,77,28,2,79,8,3,4,19,15,2,.281,.321,.429,.750,*4/H
782,Brandon Phillips\phillbr01,604,144,572,81,163,34,1,13,60,21,1,73,8,2,1,21,11,8,.285,.319,.416,.735,*45/HD
783,Brandon Phillips\phillbr01,584,141,550,74,160,34,1,11,64,18,3,68,8,2,6,17,14,8,.291,.320,.416,.736,*4/D
784,Brandon Phillips\phillbr01,666,151,606,80,158,24,2,18,103,39,6,98,8,4,9,19,5,3,.261,.310,.396,.706,*4
785,Brandon Phillips\phillbr01,499,121,462,44,123,25,0,8,51,23,1,74,6,2,6,13,2,3,.266,.306,.372,.678,*4
786,Tony Phillips\phillto02,441,111,379,48,91,20,0,10,46,57,1,76,0,2,3,9,7,6,.240,.337,.372,.709,*45/6H79D
787,Tony Phillips\phillto02,524,143,451,48,118,15,6,4,47,58,2,66,3,5,7,17,3,8,.262,.345,.348,.693,*456H7/93
788,Tony Phillips\phillto02,484,106,406,76,99,24,4,15,49,71,3,94,5,0,2,7,11,3,.244,.362,.433,.795,*4879/H56D
789,Tony Phillips\phillto02,532,118,441,76,113,14,5,5,52,76,0,82,3,9,3,2,15,10,.256,.367,.345,.712,*45/8HD6
790,Jose Pirela\pireljo01,473,146,438,54,109,23,2,5,32,30,1,89,3,0,2,10,6,3,.249,.300,.345,.645,*4H7/39D
791,Placido Polanco\polanpl01,551,129,501,84,166,27,2,9,56,33,0,25,11,2,4,12,4,3,.331,.383,.447,.830,*4/5H76
792,Placido Polanco\polanpl01,495,110,461,58,136,18,1,4,52,17,0,27,7,8,2,18,1,2,.295,.329,.364,.693,*4/H
793,Placido Polanco\polanpl01,629,141,580,90,178,34,3,8,58,35,2,43,6,4,4,14,7,1,.307,.350,.417,.768,*4/H
794,Placido Polanco\polanpl01,676,153,618,82,176,31,4,10,72,36,2,46,9,7,5,15,7,2,.285,.331,.396,.727,*4/H
795,Placido Polanco\polanpl01,555,126,503,74,150,21,0,17,55,27,0,39,12,7,6,13,7,4,.298,.345,.441,.786,*45/H
