Rk,Name,PA,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
199,Jose Castillo\castijo02,562,148,518,54,131,25,0,14,65,32,8,98,5,1,6,22,6,4,.253,.299,.382,.682,*4/H
200,Juan Castillo\castiju01,372,116,321,44,72,11,4,3,28,33,0,76,3,14,1,2,15,7,.224,.302,.312,.613,*46/H5
201,Luis Castillo\castilu01,615,135,548,91,165,19,5,1,38,53,0,45,0,12,2,5,19,6,.301,.362,.359,.721,*4
202,Luis Castillo\castilu01,359,87,298,46,73,7,1,3,28,50,2,35,2,7,2,13,17,2,.245,.355,.305,.660,*4/H
203,Luis Castillo\castilu01,291,75,263,27,63,8,0,0,8,27,0,53,0,1,0,6,16,10,.240,.310,.270,.580,*4/H
204,Luis Castillo\castilu01,580,142,486,77,147,12,3,1,40,69,3,58,1,19,5,15,20,6,.302,.387,.346,.732,*4/H
205,Luis Castillo\castilu01,563,128,487,76,147,23,4,0,28,67,0,85,0,6,3,3,50,17,.302,.384,.366,.750,*4/H
206,Luis Castillo\castilu01,299,86,247,28,58,4,2,0,17,39,1,25,0,11,2,6,8,3,.235,.337,.267,.604,*4H
207,Luis Castillo\castilu01,626,136,539,101,180,17,3,2,17,78,0,86,0,9,0,11,62,22,.334,.418,.388,.806,*4/H
208,Luis Castillo\castilu01,612,134,537,76,141,16,10,2,45,67,0,90,1,4,3,6,33,16,.263,.344,.341,.685,*4/H
209,Luis Castillo\castilu01,668,146,606,86,185,18,5,2,39,55,4,76,2,4,1,7,48,15,.305,.364,.361,.726,*4/H
210,Luis Castillo\castilu01,676,152,595,99,187,19,6,6,39,63,0,60,2,15,1,7,21,19,.314,.381,.397,.778,*4/H
211,Luis Castillo\castilu01,649,150,564,91,164,12,7,2,47,75,2,68,1,5,4,15,21,4,.291,.373,.348,.720,*4/H
212,Luis Castillo\castilu01,524,122,439,72,132,12,4,4,30,65,1,32,1,18,1,11,10,7,.301,.391,.374,.765,*4/H
213,Luis Castillo\castilu01,652,142,584,84,173,22,6,3,49,56,0,58,1,9,2,14,25,11,.296,.358,.370,.728,*4
214,Starlin Castro\castrst01,676,162,636,68,172,31,4,22,86,28,2,111,3,0,9,23,2,2,.270,.300,.436,.736,*45/6H
215,Starlin Castro\castrst01,610,151,577,63,156,29,1,21,70,24,1,118,3,1,5,15,4,0,.270,.300,.433,.734,*4/H6
216,Starlin Castro\castrst01,473,112,443,66,133,18,1,16,63,23,1,93,4,0,3,9,2,0,.300,.338,.454,.792,*4/HD
217,Starlin Castro\castrst01,647,154,593,76,165,32,2,12,54,48,3,124,0,0,6,18,6,4,.278,.329,.400,.729,*4/H
218,Frank Catalanotto\catalfr01,326,103,282,55,82,13,2,10,42,33,0,36,6,3,2,5,6,2,.291,.375,.457,.832,4HD3/9
219,Domingo Cedeno\cedendo01,397,113,365,49,103,19,6,4,36,27,0,77,2,2,1,5,3,3,.282,.334,.400,.734,*46H/5D
220,Domingo Cedeno\cedendo01,329,89,301,46,82,12,2,2,20,15,0,64,2,8,3,7,6,3,.272,.308,.346,.654,*4H/65D
221,Dave Concepcion\conceda01,311,104,279,32,89,15,0,1,33,28,5,24,0,1,3,10,4,3,.319,.377,.384,.761,*4H35/6
222,Alex Cora\coraal01,514,148,477,39,119,24,3,4,34,16,3,59,10,9,2,5,4,2,.249,.287,.338,.625,*46/H
223,Alex Cora\coraal01,484,138,405,47,107,9,4,10,47,47,10,41,18,12,2,9,3,4,.264,.364,.380,.745,*4/H
224,Joey Cora\corajo01,264,100,228,37,55,2,3,0,18,20,0,21,5,8,3,1,11,6,.241,.313,.276,.589,*4H/6D
225,Joey Cora\corajo01,678,153,579,95,155,15,13,2,51,67,0,63,9,19,4,14,20,8,.268,.351,.349,.699,*4/H5
226,Joey Cora\corajo01,368,90,312,55,86,13,4,2,30,38,0,32,2,11,5,8,8,4,.276,.353,.362,.715,*4H/D
227,Joey Cora\corajo01,487,120,427,64,127,19,2,3,39,37,0,31,6,13,4,8,18,7,.297,.359,.372,.731,*4H/6D
228,Joey Cora\corajo01,276,77,241,23,57,7,2,0,13,28,1,26,1,5,1,4,15,11,.237,.317,.282,.600,*4H/6
229,Joey Cora\corajo01,583,144,530,90,154,37,6,6,45,35,1,32,7,6,5,9,5,5,.291,.340,.417,.757,*4H/5
230,Joey Cora\corajo01,649,149,574,105,172,40,4,11,54,53,2,49,5,8,9,6,6,7,.300,.359,.441,.800,*4H
231,Joey Cora\corajo01,695,155,602,111,166,27,6,6,32,73,0,59,5,12,3,5,15,6,.276,.357,.370,.728,*4/H
232,Craig Counsell\counscr01,670,150,578,85,148,34,4,9,42,78,4,69,8,2,4,8,26,7,.256,.350,.375,.726,*4/H6
233,Craig Counsell\counscr01,400,107,335,43,84,19,5,4,40,51,7,47,4,8,1,5,3,0,.251,.355,.373,.729,*4/H
234,Deivi Cruz\cruzde01,275,101,260,28,69,11,1,5,20,11,1,34,1,3,0,5,0,1,.265,.298,.373,.671,4H6/5
235,Julio Cruz\cruzju01,270,91,234,28,46,2,3,0,15,32,0,40,2,1,1,6,8,5,.197,.297,.231,.528,*4H/D
236,Julio Cruz\cruzju01,256,81,209,38,45,2,0,0,19,42,0,28,0,2,3,4,7,2,.215,.343,.225,.567,*4/HD
237,Mark DeRosa\derosma01,574,149,502,64,147,28,3,10,72,58,2,93,7,3,4,17,1,2,.293,.371,.420,.792,*459/3H67
238,Mark DeRosa\derosma01,593,149,505,103,144,30,3,21,87,69,0,106,9,2,8,9,6,0,.285,.376,.481,.857,*4975/H63
239,Daniel Descalso\descada01,426,143,374,41,85,10,7,4,26,37,3,83,5,7,3,5,6,3,.227,.303,.324,.627,*4H65/3
240,Delino DeShields\deshide01,572,129,499,69,144,28,6,4,45,66,3,96,4,1,2,10,42,22,.289,.375,.393,.768,*4/H
241,Delino DeShields\deshide01,673,151,563,83,134,15,4,10,51,95,2,151,2,8,5,6,56,23,.238,.347,.332,.680,*4/H
242,Delino DeShields\deshide01,599,135,530,82,155,19,8,7,56,54,4,108,3,9,3,10,46,15,.292,.359,.398,.757,*4/H
243,Delino DeShields\deshide01,562,123,481,75,142,17,7,2,29,72,3,64,3,4,2,6,43,10,.295,.389,.372,.761,*4
244,Delino DeShields\deshide01,376,89,320,51,80,11,3,2,33,54,0,53,0,1,1,9,27,7,.250,.357,.322,.679,*46/H
245,Delino DeShields\deshide01,493,127,425,66,109,18,3,8,37,63,4,83,1,3,1,6,39,14,.256,.353,.369,.722,*4H
246,Delino DeShields\deshide01,642,154,581,75,130,12,8,5,41,53,7,124,1,2,5,12,48,11,.224,.288,.298,.585,*4/H
247,Delino DeShields\deshide01,643,150,572,92,169,26,14,11,58,55,1,72,3,7,6,5,55,14,.295,.357,.448,.804,*4/H
248,Delino DeShields\deshide01,643,151,561,84,166,43,5,10,86,69,2,82,1,3,9,16,37,10,.296,.369,.444,.813,*47D/H8
249,Delino DeShields\deshide01,484,117,420,74,122,21,8,7,44,56,2,61,0,4,4,6,26,10,.290,.371,.429,.799,*4H/3
250,Delino DeShields\deshide01,374,96,330,46,87,11,2,6,34,37,0,52,1,5,1,5,11,8,.264,.339,.364,.702,*4/H
251,Blake DeWitt\dewitbl01,496,135,440,47,115,24,5,5,52,47,8,86,4,2,3,5,3,2,.261,.336,.373,.709,*4H/5
252,Derek Dietrich\dietrde01,306,113,251,41,47,8,2,19,43,28,2,74,25,0,1,2,1,1,.187,.328,.462,.790,*4H37/D5
253,Derek Dietrich\dietrde01,412,128,351,39,98,20,5,7,42,32,2,84,24,0,5,6,1,0,.279,.374,.425,.798,*4H35/7
254,Wilmer Difo\difowi01,456,148,408,55,94,14,7,7,42,39,5,82,2,3,4,8,10,3,.230,.298,.350,.649,*4H5/68
255,Bill Doran\doranbi02,657,148,578,84,166,31,6,14,59,71,6,69,0,3,5,10,23,15,.287,.362,.434,.797,*4/H
256,Bill Doran\doranbi02,642,145,550,92,152,29,3,6,37,81,7,57,2,4,5,10,42,19,.276,.368,.373,.741,*4/H
257,Bill Doran\doranbi02,456,132,387,48,91,16,2,8,47,64,9,40,0,3,2,11,7,4,.235,.342,.349,.691,*43H
258,Bill Doran\doranbi02,719,162,625,82,177,23,3,16,79,82,3,64,3,2,7,11,31,11,.283,.365,.406,.772,*4/6
259,Bill Doran\doranbi02,552,132,480,66,119,18,1,7,53,65,3,60,1,4,2,7,17,4,.248,.338,.333,.671,*4/H
260,Bill Doran\doranbi02,574,142,507,65,111,25,2,8,58,59,2,63,2,3,3,8,22,3,.219,.301,.323,.625,*4H
261,Bill Doran\doranbi02,410,111,361,51,101,12,2,6,35,46,1,39,0,0,3,4,5,4,.280,.359,.374,.732,*4H/73
262,Bill Doran\doranbi02,488,126,403,59,121,29,2,7,37,79,2,58,0,1,5,3,23,9,.300,.411,.434,.845,*4H/5
263,Brian Dozier\doziebr01,482,135,416,54,99,20,0,20,50,61,2,105,4,0,1,11,3,4,.238,.340,.430,.771,*4H/1
264,Brian Dozier\doziebr01,623,147,558,72,136,33,4,18,66,51,0,120,6,3,4,14,14,7,.244,.312,.414,.726,*4/H
265,Brian Dozier\doziebr01,691,155,615,104,165,35,5,42,99,61,6,138,8,2,5,12,18,2,.268,.340,.546,.886,*4/HD
266,Brian Dozier\doziebr01,707,156,598,112,145,33,1,23,71,89,1,129,9,3,8,8,21,7,.242,.345,.416,.762,*4
267,Brian Dozier\doziebr01,704,157,628,101,148,39,4,28,77,61,2,148,7,0,8,10,12,4,.236,.307,.444,.751,*4
268,Brian Dozier\doziebr01,705,152,617,106,167,30,4,34,93,78,6,141,8,0,2,11,16,7,.271,.359,.498,.856,*4/H
269,Brian Dozier\doziebr01,632,151,553,81,119,30,2,21,72,70,1,129,4,0,5,12,12,3,.215,.305,.391,.696,*4/H
270,Stephen Drew\drewst01,428,131,383,43,77,16,1,17,44,37,1,71,1,4,3,7,0,2,.201,.271,.381,.652,*46/H5
271,Brandon Drury\drurybr01,480,135,445,41,119,37,2,13,63,28,1,103,5,0,2,9,1,1,.267,.317,.447,.764,*4H/D5
272,Mariano Duncan\duncama01,417,109,400,62,136,34,3,8,56,9,1,77,1,2,5,10,4,3,.340,.352,.500,.852,*4/H5D79
273,Mariano Duncan\duncama01,356,100,333,46,86,7,4,12,40,12,0,57,3,5,3,0,5,4,.258,.288,.411,.699,*46H/78
274,Mariano Duncan\duncama01,471,125,435,67,133,22,11,10,55,24,4,67,4,4,4,10,13,7,.306,.345,.476,.821,*46/H7
275,Mariano Duncan\duncama01,355,89,339,36,80,14,0,1,25,12,0,78,3,1,0,6,6,3,.236,.268,.286,.554,*4/7DH
276,Ray Durham\durhara01,709,151,614,121,172,35,9,17,75,75,0,105,7,5,8,13,25,13,.280,.361,.450,.810,*4/H
277,Ray Durham\durhara01,469,110,410,61,117,30,5,8,33,50,2,82,3,4,2,4,7,7,.285,.366,.441,.807,*4/H
278,Ray Durham\durhara01,542,120,471,95,133,28,8,17,65,57,3,60,6,4,4,6,10,4,.282,.364,.484,.848,*4/H
279,Ray Durham\durhara01,560,142,497,67,144,33,0,12,62,48,2,59,7,1,7,19,6,3,.290,.356,.429,.785,*4/H8
280,Ray Durham\durhara01,555,137,498,79,146,30,7,26,93,51,6,61,2,2,2,17,7,2,.293,.360,.538,.898,*4/H
281,Ray Durham\durhara01,528,138,464,56,101,21,2,11,71,53,6,75,2,0,9,18,10,2,.218,.295,.343,.638,*4H
282,Ray Durham\durhara01,639,156,557,79,153,33,5,10,65,58,4,95,10,7,7,6,30,4,.275,.350,.406,.755,*4/HD
283,Ray Durham\durhara01,517,125,471,68,121,27,6,7,51,31,2,83,6,5,4,8,18,5,.257,.309,.384,.693,*4/HD
284,Ray Durham\durhara01,659,150,564,114,163,34,6,15,70,73,1,93,7,10,5,15,26,7,.289,.374,.450,.825,*4D/H
285,Ray Durham\durhara01,711,155,634,106,172,27,5,11,53,61,0,96,6,2,8,14,33,16,.271,.337,.382,.719,*4/HD
286,Ray Durham\durhara01,691,152,611,104,163,42,10,20,65,64,3,110,4,6,6,10,23,10,.267,.337,.466,.804,*4/HD
287,Ray Durham\durhara01,694,153,612,109,181,30,8,13,60,73,1,105,4,3,2,9,34,11,.296,.373,.435,.808,*4/DH
288,Ray Durham\durhara01,426,128,370,64,107,35,0,6,45,53,1,72,2,0,1,7,8,4,.289,.380,.432,.813,*4H/D
289,Ray Durham\durhara01,723,158,635,126,181,35,8,19,67,73,3,105,6,6,3,5,36,9,.285,.363,.455,.818,*4/H
290,Damion Easley\easleda01,346,85,304,29,68,14,1,8,30,27,3,43,11,1,3,4,1,3,.224,.307,.355,.663,*4/HD
291,Damion Easley\easleda01,651,153,594,84,161,38,2,27,100,39,2,112,16,0,2,8,15,5,.271,.332,.478,.810,*46/DH
292,Damion Easley\easleda01,264,73,230,33,72,13,2,2,22,28,2,35,3,1,2,5,6,6,.313,.392,.413,.805,*45/HD
293,Damion Easley\easleda01,405,114,357,35,77,14,2,4,35,32,1,47,6,6,4,11,5,2,.216,.288,.300,.588,*46/H
294,Damion Easley\easleda01,620,151,527,97,139,37,3,22,72,68,3,102,16,4,5,18,28,13,.264,.362,.471,.833,*46/HD
295,Damion Easley\easleda01,347,113,316,33,85,10,2,6,44,19,0,38,7,2,3,15,0,0,.269,.322,.370,.692,*4H/673D5
296,Damion Easley\easleda01,535,126,464,76,120,27,2,14,58,55,1,79,11,4,1,11,13,4,.259,.350,.416,.766,*4
297,Damion Easley\easleda01,658,154,585,77,146,27,7,11,65,52,3,90,13,4,4,10,10,5,.250,.323,.376,.699,*4/H
298,Damion Easley\easleda01,627,151,549,83,146,30,1,20,65,51,2,124,19,2,6,15,11,3,.266,.346,.434,.779,*46
299,David Eckstein\eckstda01,568,136,503,64,131,27,2,2,51,39,1,46,9,13,4,8,3,1,.260,.323,.334,.657,*4/H
300,David Eckstein\eckstda01,492,116,442,49,118,23,0,1,29,27,0,35,9,12,2,6,8,1,.267,.321,.326,.647,*4/H
301,Mark Ellis\ellisma01,500,124,441,64,110,25,1,11,52,40,1,76,8,4,7,13,4,0,.249,.319,.385,.704,*4/H3
302,Mark Ellis\ellisma01,507,117,442,55,103,20,3,12,41,53,2,65,5,5,2,11,14,2,.233,.321,.373,.694,*4/HD
303,Mark Ellis\ellisma01,486,122,434,76,137,21,5,13,52,44,1,51,4,4,0,10,1,3,.316,.384,.477,.861,*4/6H3D
304,Mark Ellis\ellisma01,642,150,583,84,161,33,3,19,76,44,1,94,10,2,3,10,9,4,.276,.336,.441,.777,*4/H
305,Mark Ellis\ellisma01,410,105,377,52,99,23,0,10,61,23,1,54,2,3,5,10,10,3,.263,.305,.403,.708,*4
306,Mark Ellis\ellisma01,464,110,415,62,107,21,1,7,31,40,0,70,7,2,0,5,5,0,.258,.333,.364,.697,*4/H
307,Mark Ellis\ellisma01,480,126,433,46,117,13,2,6,48,26,2,74,10,6,5,5,4,1,.270,.323,.351,.674,*4H/5
308,Mark Ellis\ellisma01,492,124,436,45,127,24,0,5,49,40,4,56,8,3,5,7,7,6,.291,.358,.381,.739,*4/DH
309,Mark Ellis\ellisma01,519,132,480,55,119,24,1,7,41,22,0,75,6,9,2,8,14,5,.248,.288,.346,.634,*4/H3
310,Mark Ellis\ellisma01,404,98,345,58,94,16,4,6,35,44,1,54,4,8,3,3,4,2,.272,.359,.394,.753,*4/65HD
311,Mark Ellis\ellisma01,622,154,553,78,137,31,5,9,52,48,4,94,7,9,5,7,6,2,.248,.313,.371,.684,*4/H
312,Danny Espinosa\espinda01,364,114,333,31,73,14,3,8,27,18,5,122,12,0,1,5,8,1,.219,.283,.351,.634,*4H6
313,Danny Espinosa\espinda01,295,93,266,30,46,10,0,6,31,21,1,109,5,1,2,2,4,5,.173,.245,.278,.523,*4H/653D
314,Danny Espinosa\espinda01,658,158,573,72,135,29,5,21,66,57,4,166,19,5,4,6,17,6,.236,.323,.414,.737,*4/H
315,Danny Espinosa\espinda01,658,160,594,82,147,37,2,17,56,46,4,189,13,3,2,11,20,6,.247,.315,.402,.717,*46/H
316,Danny Espinosa\espinda01,412,118,367,59,88,21,1,13,37,33,5,106,6,3,3,6,5,2,.240,.311,.409,.719,*45H/637
317,Carlos Febles\febleca01,404,119,351,44,86,16,4,4,26,41,0,63,7,5,0,8,16,5,.245,.336,.348,.683,*4/H6
318,Carlos Febles\febleca01,524,123,453,71,116,22,9,10,53,47,0,91,9,12,3,16,20,4,.256,.336,.411,.747,*4/H
319,Carlos Febles\febleca01,399,100,339,59,87,12,1,2,29,36,1,48,10,13,1,10,17,6,.257,.345,.316,.660,*4/H
320,Carlos Febles\febleca01,317,79,292,45,69,9,2,8,25,22,0,58,1,1,1,7,5,2,.236,.291,.363,.654,*4/H
321,Tony Fernandez\fernato01,551,138,486,71,156,36,2,9,72,45,5,53,11,3,6,11,13,8,.321,.387,.459,.846,*45/HD
322,Tony Fernandez\fernato01,442,120,409,55,117,21,1,11,44,22,0,47,2,6,3,11,6,6,.286,.323,.423,.746,*46/HD
323,Chone Figgins\figgich01,702,161,602,62,156,21,2,1,35,74,0,114,3,17,6,19,42,15,.259,.340,.306,.646,*4
324,Ryan Flaherty\flahery01,271,85,246,28,55,11,0,10,27,19,3,62,5,1,0,2,2,0,.224,.293,.390,.683,*4H/65D3
325,Ryan Flaherty\flahery01,301,91,267,34,54,8,3,9,31,26,2,81,4,2,2,8,0,0,.202,.281,.356,.637,*463/5H97
326,Tim Flannery\flannti01,326,106,276,23,63,5,1,0,20,42,4,30,2,4,2,6,2,4,.228,.332,.254,.586,*4H/56
327,Tim Flannery\flannti01,456,126,384,50,108,14,3,1,40,58,1,39,9,3,2,4,2,5,.281,.386,.341,.727,*4H/5
328,Tim Flannery\flannti01,432,134,368,48,103,11,2,3,28,54,4,61,5,3,2,8,3,6,.280,.378,.345,.723,*4H5/6
329,Scott Fletcher\fletcsc01,573,151,509,54,123,18,3,4,56,45,3,63,3,11,5,10,1,3,.242,.304,.312,.617,*4
330,Scott Fletcher\fletcsc01,433,123,386,53,106,18,3,3,51,30,1,33,7,6,4,4,17,10,.275,.335,.360,.695,*46/H5
331,Scott Fletcher\fletcsc01,531,121,480,81,137,31,5,5,45,37,1,35,5,6,3,12,16,3,.285,.341,.402,.743,*4/H6D5
332,Scott Fletcher\fletcsc01,277,90,248,14,51,10,1,1,28,17,0,26,3,6,3,3,0,2,.206,.262,.266,.528,*4/H5
333,Wilmer Flores\florewi01,285,89,265,31,84,18,0,9,37,15,0,31,4,0,1,9,0,0,.317,.361,.487,.848,*4H3
334,Tom Foley\foleyto02,431,122,375,34,86,19,2,7,39,45,4,53,3,4,4,2,2,3,.229,.314,.347,.660,*456H/1
335,Tom Foley\foleyto02,411,127,377,33,100,21,3,5,43,30,10,49,1,0,3,11,2,7,.265,.319,.377,.695,*46H/5
336,Mike Fontenot\fontemi01,260,86,234,32,65,12,4,3,29,22,0,43,0,1,3,5,5,4,.278,.336,.402,.738,*4H/6
337,Mike Fontenot\fontemi01,284,119,243,42,74,22,1,9,40,34,2,51,3,3,1,1,2,0,.305,.395,.514,.909,*4H/6
338,Mike Fontenot\fontemi01,419,135,377,38,89,22,2,9,43,35,4,83,2,0,5,7,4,1,.236,.301,.377,.677,*45H
339,Mike Fontenot\fontemi01,261,103,240,24,68,13,3,1,25,15,0,41,3,1,2,3,1,4,.283,.331,.375,.706,4H5/6
340,Logan Forsythe\forsylo01,615,153,540,69,152,33,2,17,68,55,2,111,14,0,6,12,9,4,.281,.359,.444,.804,*43/5DH
341,Logan Forsythe\forsylo01,416,120,371,37,86,16,0,2,27,41,1,83,3,0,1,10,3,0,.232,.313,.291,.604,*4H5/D37
342,Logan Forsythe\forsylo01,567,127,511,76,135,24,4,20,52,46,0,127,8,0,2,8,6,6,.264,.333,.444,.778,*4/DH
343,Logan Forsythe\forsylo01,350,91,315,45,86,13,3,6,26,28,0,57,6,0,1,6,8,2,.273,.343,.390,.733,*4H/65D
344,Logan Forsythe\forsylo01,336,110,301,32,67,12,1,6,26,25,0,71,4,2,4,9,2,0,.223,.287,.329,.616,*4HD/5763
345,Logan Forsythe\forsylo01,439,119,361,56,81,19,0,6,36,69,1,109,4,0,5,12,3,2,.224,.351,.327,.678,*45H/763
346,Julio Franco\francju01,659,146,589,108,201,27,3,15,78,65,8,78,3,0,2,13,36,9,.341,.408,.474,.882,*4/H
347,Julio Franco\francju01,676,152,613,88,186,23,6,10,54,56,4,72,2,1,4,17,25,11,.303,.361,.409,.771,*4/D
348,Julio Franco\francju01,621,150,548,80,173,31,5,13,92,66,11,69,1,0,6,27,21,3,.316,.386,.462,.848,*4D/H
349,Julio Franco\francju01,670,157,582,96,172,27,1,11,69,82,3,83,2,2,2,12,31,10,.296,.383,.402,.785,*4/HD
350,Nick Franklin\frankni01,412,102,369,38,83,20,1,12,45,42,1,113,0,0,1,2,6,1,.225,.303,.382,.686,*4/H6D
351,Adam Frazier\fraziad01,352,113,318,52,88,23,2,10,35,29,2,53,3,1,1,3,1,3,.277,.342,.456,.798,4H79/8D
352,Adam Frazier\fraziad01,608,152,554,80,154,33,7,10,50,40,4,75,9,4,1,6,5,5,.278,.336,.417,.753,*4H
353,Jeff Frye\fryeje01,371,106,326,49,100,19,0,1,16,36,0,54,2,5,2,8,5,3,.307,.377,.374,.751,*4H9/5D87
354,Jeff Frye\fryeje01,354,90,313,38,87,15,2,4,29,24,0,45,5,8,4,7,3,3,.278,.335,.377,.712,*4/H
355,Jeff Frye\fryeje01,442,127,404,56,126,36,2,3,51,27,1,44,2,2,7,12,19,8,.312,.352,.433,.785,*4H5D/78693
356,Jeff Frye\fryeje01,486,105,419,74,120,27,2,4,41,54,0,57,5,5,3,6,18,4,.286,.372,.389,.761,*4/6H798D
357,Mike Gallego\gallemi01,567,159,482,67,119,15,4,12,49,67,3,84,5,10,3,8,6,9,.247,.343,.369,.712,*46/H
358,Mike Gallego\gallemi01,320,129,277,38,58,8,0,2,20,34,0,53,1,8,0,6,2,3,.209,.298,.260,.558,*46H5
359,Ron Gant\gantro01,618,146,563,85,146,28,8,19,60,46,4,118,3,2,4,7,19,10,.259,.317,.439,.755,*45/H
360,Jim Gantner\gantnji01,358,88,323,36,85,8,5,0,25,29,0,19,2,4,0,10,18,3,.263,.328,.319,.647,*4/5H
361,Jim Gantner\gantnji01,455,116,409,51,112,18,3,0,34,21,2,33,10,8,5,10,20,6,.274,.321,.333,.654,*4/DH
362,Jim Gantner\gantnji01,573,143,523,63,133,15,4,5,44,33,7,42,3,10,4,13,11,8,.254,.300,.327,.627,*45/H6
363,Jim Gantner\gantnji01,596,155,539,67,149,28,2,0,47,34,1,50,3,18,2,9,20,8,.276,.322,.336,.658,*4/H5
364,Jim Gantner\gantnji01,273,101,256,22,63,12,1,1,18,12,2,17,0,3,2,9,6,2,.246,.278,.313,.590,*45/H3D
365,Jim Gantner\gantnji01,296,81,265,37,72,14,0,4,30,19,2,22,5,4,1,7,6,2,.272,.331,.370,.701,*45/HD
366,Jim Gantner\gantnji01,543,139,497,58,136,25,1,7,38,26,2,50,6,6,7,13,13,7,.274,.313,.370,.684,*4/H56D
367,Carlos Garcia\garcica01,402,104,367,41,108,24,2,6,50,25,5,55,2,5,3,4,8,4,.294,.340,.420,.760,*46
368,Carlos Garcia\garcica01,597,141,546,77,147,25,5,12,47,31,2,67,9,6,5,9,18,11,.269,.316,.399,.716,*4/H6
369,Carlos Garcia\garcica01,434,98,412,49,114,15,2,6,28,16,2,67,4,1,1,6,18,9,.277,.309,.367,.676,*4
370,Carlos Garcia\garcica01,422,101,390,66,111,18,4,6,44,23,3,58,4,3,2,3,16,6,.285,.329,.397,.727,*465/H
371,Carlos Garcia\garcica01,381,103,350,29,77,18,2,3,23,15,0,60,2,10,4,7,11,3,.220,.253,.309,.562,*4/65H
372,Damaso Garcia\garcida01,446,122,424,57,119,22,0,6,46,13,0,32,4,2,3,14,9,6,.281,.306,.375,.681,*4HD/3
373,Damaso Garcia\garcida01,627,146,600,70,169,25,4,8,65,15,2,41,4,5,3,13,28,15,.282,.302,.377,.679,*4/H
374,Greg Garcia\garcigr01,372,134,311,52,77,13,4,4,31,53,1,83,5,1,2,4,0,2,.248,.364,.354,.718,*4H5/637D
375,Jeff Gardner\gardnje01,452,140,404,53,106,21,7,1,24,45,0,69,1,1,1,3,2,6,.262,.337,.356,.693,*4H/65
376,Brent Gates\gatesbr01,585,136,524,60,133,24,4,5,56,46,2,84,0,4,11,15,3,3,.254,.308,.344,.652,*4/DH3
377,Brent Gates\gatesbr01,609,139,535,64,155,29,2,7,69,56,4,75,4,6,8,17,7,3,.290,.357,.391,.747,*4/H
378,Brent Gates\gatesbr01,264,64,233,29,66,11,1,2,24,21,1,32,1,3,6,8,3,0,.283,.337,.365,.702,*4/H3
379,Brent Gates\gatesbr01,274,64,247,26,65,19,2,2,30,18,0,35,2,5,2,9,1,1,.263,.316,.381,.697,*4/H
380,Scooter Gennett\gennesc01,474,137,440,55,127,31,3,9,54,22,5,67,0,8,4,11,6,3,.289,.320,.434,.754,*4H/9
381,Scooter Gennett\gennesc01,391,114,375,42,99,18,4,6,29,12,5,68,4,0,0,11,1,3,.264,.294,.381,.675,*4H
382,Scooter Gennett\gennesc01,638,154,584,86,181,30,3,23,92,42,3,125,4,3,5,14,4,2,.310,.357,.490,.847,*4/HD
383,Scooter Gennett\gennesc01,542,136,498,58,131,30,1,14,56,38,1,114,2,1,2,11,8,1,.263,.317,.412,.728,*4H/D
384,Scooter Gennett\gennesc01,497,141,461,80,136,22,3,27,97,30,1,114,4,0,2,15,3,2,.295,.342,.531,.874,*4H5/79D1
385,Chris Getz\getzch01,415,107,375,49,98,18,4,2,31,30,1,54,6,1,3,4,25,2,.261,.324,.347,.670,*4/H
386,Chris Getz\getzch01,429,118,380,50,97,6,3,0,26,30,0,45,3,14,2,5,21,7,.255,.313,.287,.600,*4/H6D
387,Johnny Giavotella\giavojo01,502,129,453,51,123,25,5,4,49,32,0,59,2,9,6,7,2,1,.272,.318,.375,.694,*4/H6
388,Johnny Giavotella\giavojo01,367,99,346,44,90,20,1,6,31,13,0,39,1,4,3,11,4,3,.260,.287,.376,.662,*4/H
389,Marcus Giles\gilesma01,273,68,244,36,64,10,2,9,31,28,0,37,0,1,0,8,2,5,.262,.338,.430,.769,*4/H
390,Marcus Giles\gilesma01,635,145,551,101,174,49,2,21,69,59,2,80,11,10,4,7,14,4,.316,.390,.526,.917,*4/H
391,Marcus Giles\gilesma01,434,102,379,61,118,22,2,8,48,36,0,70,9,3,7,6,17,4,.311,.378,.443,.821,*4/H
392,Marcus Giles\gilesma01,654,152,577,104,168,45,4,15,63,64,1,108,5,4,4,13,16,3,.291,.365,.461,.826,*4/H5
393,Marcus Giles\gilesma01,626,141,550,87,144,32,2,11,60,62,0,105,6,5,3,12,10,5,.262,.341,.387,.729,*4/H
394,Marcus Giles\gilesma01,476,116,420,52,96,19,3,4,39,44,0,82,3,6,3,10,10,3,.229,.304,.317,.621,*4/H
395,Edgar Gonzalez\gonzaed02,353,111,325,38,89,15,0,7,33,25,1,76,2,0,1,11,1,3,.274,.329,.385,.713,*4H/5697
396,Luis Gonzalez\gonzalu02,442,128,404,51,118,25,0,9,44,20,0,63,6,8,3,7,3,4,.292,.333,.421,.753,*4H653/97
397,Dee Gordon\gordode01,421,117,393,36,108,12,6,3,34,18,1,61,1,3,6,8,22,5,.275,.304,.359,.663,*4/HD6
398,Dee Gordon\gordode01,653,145,615,88,205,24,8,4,46,25,2,91,2,6,5,6,58,20,.333,.359,.418,.776,*4/H
399,Dee Gordon\gordode01,346,79,325,47,87,7,6,1,14,18,1,55,0,1,1,4,30,7,.268,.305,.335,.641,*4/H
